component_id,canonical_name,source_count,sources_present,has_regulatory_signal,has_safety_signal,regulatory_signal_count,safety_signal_count,total_ensayos_clinicos,ensayos_completados,tasa_no_completado,tasa_riesgo_toxicidad,interaction_degree_drugbank,created_from_primary_source
COMP_5F0C4DCA018F,phytonadione,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,44,30,0.06818181818181818,0.0,649,Curated_Supplement_Component_Target
COMP_16804BB3609F,polydextrose,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,15,12,0.06666666666666667,0.0,0,Curated_Supplement_Component_Target
COMP_87830EC94B25,potassium bicarbonate,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,5,4,0.0,0.0,756,Curated_Supplement_Component_Target
COMP_232DFD13C010,potassium citrate,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,29,13,0.034482758620689655,0.0,785,Curated_Supplement_Component_Target
COMP_2AC11FDDB0D2,potassium hydroxide,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,2,2,0.0,0.0,220,Curated_Supplement_Component_Target
COMP_D022F9B54612,potassium phosphate,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,3,3,0.0,0.0,546,Curated_Supplement_Component_Target
COMP_5F327BEAED33,psyllium,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,35,27,0.08571428571428572,0.02857142857142857,329,Curated_Supplement_Component_Target
COMP_EE8B9802BAD1,quercetin,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,50,27,0.08,0.0,501,Curated_Supplement_Component_Target
COMP_77CD38A13F0B,resveratrol,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,103,78,0.07766990291262135,0.0,339,Curated_Supplement_Component_Target
COMP_4289B9E4461E,rutin,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,5,3,0.2,0.0,33,Curated_Supplement_Component_Target
COMP_222B1E8167BD,safflower oil,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,18,12,0.16666666666666666,0.0,0,Curated_Supplement_Component_Target
COMP_06F94F4D6EA3,selenomethionine,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,8,3,0.5,0.0,1,Curated_Supplement_Component_Target
COMP_4409F4404D82,serine,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,12,2,0.25,0.0,0,Curated_Supplement_Component_Target
COMP_F7EB7530651B,silicon,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,1,1,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_D7EB3863136A,sodium ascorbate,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,5,2,0.0,0.0,369,Curated_Supplement_Component_Target
COMP_1AF63F39E5BA,sodium bicarbonate,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,126,73,0.11904761904761904,0.0,218,Curated_Supplement_Component_Target
COMP_AFF3B61AB344,sodium chloride,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,280,160,0.12142857142857143,0.0035714285714285713,6,Curated_Supplement_Component_Target
COMP_09C95935BD2C,sodium citrate,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,10,7,0.0,0.0,630,Curated_Supplement_Component_Target
COMP_FF1E37A6313F,sodium copper chlorophyllin,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,1,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_9C8556B6BD0A,soybean oil,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,22,14,0.13636363636363635,0.0,64,Curated_Supplement_Component_Target
COMP_50CD2B98307B,sucralose,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,28,20,0.07142857142857142,0.03571428571428571,0,Curated_Supplement_Component_Target
COMP_70EC247D9767,sucrose,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,94,65,0.07446808510638298,0.010638297872340425,0,Curated_Supplement_Component_Target
COMP_C72D89F9AF0F,sunflower oil,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,35,23,0.02857142857142857,0.0,0,Curated_Supplement_Component_Target
COMP_E3D7A2D1C909,theanine,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,3,2,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_4F4F134A6B55,thiamine,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,41,28,0.14634146341463414,0.024390243902439025,65,Curated_Supplement_Component_Target
COMP_A57F027E154F,thioctic acid,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,15,9,0.06666666666666667,0.0,102,Curated_Supplement_Component_Target
COMP_ED40E281CA3A,valine,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,8,4,0.125,0.0,0,Curated_Supplement_Component_Target
COMP_D02C918DB476,zeaxanthin,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,5,4,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_3EA9AB091DED,zinc citrate,4,Curated Alias | RxNorm | AACT / ClinicalTrials | DrugBank,false,false,0,0,5,1,0.2,0.0,51,Curated_Supplement_Component_Target
COMP_60A476CDB0BB,7-oxo-DHEA,3,DSLD | PubChem | AACT / ClinicalTrials,false,false,0,0,2,2,0.0,0.0,0,DSLD
COMP_B37C4013B37B,AcamprosateTramiprosate3-Amino-1-propanesulfonic acid3-Aminopropanesulphonic acid3-aminopropanesulfonic acid3APSAlzhemedAotalRegtectZulex,3,FDA Directory | ChEBI | AACT / ClinicalTrials,true,false,1,0,1,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_818EB5CE8CF1,Anatabine,3,FDA Directory | ChEBI | AACT / ClinicalTrials,true,true,1,1,2,2,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_E078665A8936,BelvigBelviqAR-10AAPD-356,3,FDA Directory | PubChem | AACT / ClinicalTrials,true,true,1,1,33,17,0.36363636363636365,0.06060606060606061,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_27C9BF80AC95,Bifidobacterium animalis,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,7,6,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_712492A919C7,Cesium chloride,3,FDA Directory | ChEBI | RxNorm,true,true,1,1,0,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_252C51860327,Chromium,3,ODS | Curated Alias | AACT / ClinicalTrials,false,false,0,0,6,4,0.0,0.0,0,ODS
COMP_6D6674573868,Coenzyme A,3,DSLD | MeSH | AACT / ClinicalTrials,false,false,0,0,4,3,0.0,0.0,0,DSLD
COMP_D3AF8CDB7C86,Creatinol-O-Phosphate,3,DSLD | PubChem | AACT / ClinicalTrials,false,false,0,0,3,1,0.0,0.0,0,DSLD
COMP_0D07FBDFF166,"CystoxOxothiazolidine carboxylate, L-Koprosteine",3,FDA Directory | PubChem | AACT / ClinicalTrials,true,false,1,0,1,1,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_15F183ACDB11,Cytochrome C,3,DSLD | ChEBI | AACT / ClinicalTrials,false,false,0,0,1,0,0.0,0.0,0,DSLD
COMP_C52B8CBC3944,EnobosarmMK-2866GTx-024Ostabolic,3,FDA Directory | PubChem | AACT / ClinicalTrials,true,true,1,1,16,9,0.375,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_33E86B3ECFBB,Ethyl ApovincaminateCommon Periwinkle VinpocetineLesser Periwinkle extractVinca minor extractPeriwinkle liquid extractPeriwinkle aerial parts extract,3,FDA Directory | PubChem | AACT / ClinicalTrials,true,false,1,0,6,2,0.16666666666666666,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_6B508AD11238,Fluoride,3,ODS | Curated Alias | AACT / ClinicalTrials,false,false,0,0,43,36,0.0,0.0,0,ODS
COMP_8B57106DD708,Garcinone B,3,DSLD | PubChem | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_5533F6C409D4,Huperzine-A,3,DSLD | ChEBI | AACT / ClinicalTrials,false,false,0,0,14,7,0.07142857142857142,0.0,0,DSLD
COMP_80E5B375BDE9,Immunoglobulin G,3,DSLD | RxNorm | AACT / ClinicalTrials,false,false,0,0,7,5,0.14285714285714285,0.0,0,DSLD
COMP_F1466766627A,L-Aspartic Acid,3,DSLD | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_CF0FF41CA2C6,L-Carnitine,3,DSLD | RxNorm | AACT / ClinicalTrials,false,false,0,0,91,49,0.10989010989010989,0.0,0,DSLD
COMP_AF597999431D,L-Citrulline,3,DSLD | ChEBI | AACT / ClinicalTrials,false,false,0,0,45,23,0.15555555555555556,0.0,0,DSLD
COMP_AA37A3616376,L-DOPA,3,DSLD | FDA Directory | AACT / ClinicalTrials,true,true,1,1,27,16,0.1111111111111111,0.0,0,DSLD
COMP_BA5D26AD615C,L-Threonine,3,DSLD | ChEBI | AACT / ClinicalTrials,false,false,0,0,2,2,0.0,0.0,0,DSLD
COMP_4AC86920B355,Lactococcus lactis,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,2,1,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_8BCC1ACBB5A7,Ligilactobacillus salivarius,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_5FCBE278ABF3,Manganese,3,ODS | Curated Alias | RxNorm,false,false,0,0,0,0,0.0,0.0,0,ODS
COMP_6764BA9410CD,N-Acetylmuramic Acid,3,DSLD | PubChem | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_1E3F7BC075BD,N-Methyltyramine,3,DSLD | FDA Directory | ChEBI,true,true,1,1,0,0,0.0,0.0,0,DSLD
COMP_59C753375412,N-acetyl-L-cysteine,3,FDA Directory | ChEBI | AACT / ClinicalTrials,true,false,1,0,11,6,0.18181818181818182,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_7F88B98EB19C,N-acetylglucosamine,3,DSLD | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_556A1DC9F525,Panax ginseng root extract,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,8,6,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_5A57249CE7BC,Phosphorus,3,ODS | MeSH | AACT / ClinicalTrials,false,false,0,0,4,3,0.0,0.0,0,ODS
COMP_646885DB1073,Pregnancy,3,ODS | MeSH | AACT / ClinicalTrials,false,false,0,0,10,6,0.0,0.0,0,ODS
COMP_0D4D22F98522,Red yeast rice,3,FDA Directory | RxNorm | AACT / ClinicalTrials,true,true,1,1,9,7,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_FFF867F0143C,S-23,3,DSLD | FDA Directory | PubChem,true,true,1,1,0,0,0.0,0.0,0,DSLD
COMP_A1FFDF77CEA8,SAM-e,3,DSLD | RxNorm | AACT / ClinicalTrials,false,false,0,0,2,2,0.0,0.0,0,DSLD
COMP_07A7303F67A9,Saccharomyces cerevisiae,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,4,2,0.5,0.0,0,Curated_Supplement_Component_Target
COMP_FC6B0E1E5340,Salvia hispanica seed,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,2,2,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_047C80284AE3,Schizandrol A,3,DSLD | PubChem | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,DSLD
COMP_B21F094F0BD9,Vitamin C (Ascorbate),3,DSLD | ChEBI | AACT / ClinicalTrials,false,false,0,0,1,0,0.0,0.0,0,DSLD
COMP_551DE7CF7504,Vitamin E (alpha-tocopheryl succinate),3,DSLD | PubChem | RxNorm,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_8ACDB27F4677,aminobenzoic acid,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_535DBB13949E,amylase,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,1,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_666D3ECF9715,betaine hydrochloride,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,2,2,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_FCF0EA14FCA0,canola oil,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,9,7,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_EFF1AE308675,chromic chloride,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,636,Curated_Supplement_Component_Target
COMP_8BB25B9A3BE5,coenzyme Q10,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,86,46,0.11627906976744186,0.0,0,Curated_Supplement_Component_Target
COMP_A9EF90B73700,collagen,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,14,7,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_B746EA737D1B,corn oil,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,43,29,0.13953488372093023,0.0,0,Curated_Supplement_Component_Target
COMP_6516EDBDB0D6,cupric oxide,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_FD76FDD5975C,cysteine hydrochloride,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,2,2,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_4E58427031EE,dl-alpha tocopheryl acetate,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,1,Curated_Supplement_Component_Target
COMP_F71DD4665D9C,docosahexaenoic acid,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,45,33,0.06666666666666667,0.0,0,Curated_Supplement_Component_Target
COMP_2D5F824EE6EA,evening primrose oil,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,5,3,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_573FD8D69189,ferrous sulfate,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,102,70,0.10784313725490197,0.0196078431372549,0,Curated_Supplement_Component_Target
COMP_1C8BDA56F976,glucosamine hydrochloride,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,2,2,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_98DD87A1B642,glucosamine sulfate,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,9,8,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_60E96C26E6A1,grape seed extract,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,23,17,0.043478260869565216,0.0,0,Curated_Supplement_Component_Target
COMP_8EC671694027,lecithin,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_BF9CE150E7A0,magnesium chloride,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,6,5,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_7D7AC50FCACD,magnesium sulfate,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,221,117,0.08597285067873303,0.00904977375565611,0,Curated_Supplement_Component_Target
COMP_0D7733C816EE,manganese chloride,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,5,1,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_111F69F2C05C,methylcobalamin,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,11,4,0.2727272727272727,0.0,0,Curated_Supplement_Component_Target
COMP_370664D0E5FA,oat bran,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,6,5,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_203A2871FE99,potassium iodate,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_3572D4131E1B,protease,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_03E04C5A6A98,sodium carbonate,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_368E80887DA0,sodium caseinate,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_38033F50FFA2,soy isoflavones,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,23,21,0.043478260869565216,0.0,0,Curated_Supplement_Component_Target
COMP_3DABB0A3B655,soy protein isolate,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,12,10,0.08333333333333333,0.0,0,Curated_Supplement_Component_Target
COMP_BF89A66D4E85,starch,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,48,28,0.08333333333333333,0.0,0,Curated_Supplement_Component_Target
COMP_DF3196AB9154,thiamine mononitrate,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,2,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_281DA0167031,vanadium,3,Curated Alias | RxNorm | DrugBank,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_17839B78163C,wheat dextrin,3,Curated Alias | RxNorm | AACT / ClinicalTrials,false,false,0,0,3,2,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_EC5EE34B47A4,"1,3-DMAA1,3-Dimethylamylamine1,3-Dimethylpentylamine4-Methyl-2-hexanamine4-Methyl-2-hexylamineDimethylamylamineGeranamineMethylhexanamineMethylhexanenamine",2,FDA Directory | AACT / ClinicalTrials,true,false,1,0,1,1,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_B3340812A3DE,"1,3-Dimethylbutylamine4-Amino-2-Methylpentane Citrate4-Amino Methylpentane CitrateAmperallAMPAMP Citrate4-AMP Citrate4-Methyl-2-Pentanamine",2,FDA Directory | PubChem,true,true,1,1,0,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_032357BB73D3,1-androsterone,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_62E9C06A36B1,"2,3-Dimercaptosuccinic acid2,3-Dimercaptobutanedioic acidSuccicaptalSuximer",2,FDA Directory | AACT / ClinicalTrials,true,true,1,1,4,0,0.25,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_E655755F3595,2-Fucosyllactose,2,DSLD | AACT / ClinicalTrials,false,false,0,0,1,0,0.0,0.0,0,DSLD
COMP_EA932396B426,2-Hydroxypropyl-Beta-Cyclodextrin,2,DSLD | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,DSLD
COMP_8DFF393126A7,2-cyclohexylethanamine,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_83CA0C7AA7C1,3-Isomangostin,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_130220EBC2E8,3-Phenyllactic Acid,2,DSLD | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_A902DBE453E0,4-hydroxyisoleucine,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_39D8774E0D26,7-Methoxyflavone,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_BB501024A82C,8-Prenylnaringenin,2,DSLD | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,DSLD
COMP_E598D183CA25,9-Hydroxy-Alpha-Naphthoflavone,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_C68EA4BC057B,Acetyl L-Carnitine Arginate,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_F53244F9C90E,Agaricus blazei,2,Curated Alias | AACT / ClinicalTrials,false,false,0,0,1,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_929F7F7041E0,Aloe vera,2,Curated Alias | AACT / ClinicalTrials,false,false,0,0,17,12,0.058823529411764705,0.0,0,Curated_Supplement_Component_Target
COMP_0FB97DF288BD,Andarine,2,FDA Directory | PubChem,true,true,1,1,0,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_E518EA157DDD,Androsterone 3-Acetate,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_6159F02338F0,Artepillin-C,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_AE7EE271FD2C,Ashwagandha,2,ODS | AACT / ClinicalTrials,false,false,0,0,17,10,0.058823529411764705,0.0,0,ODS
COMP_DF1494B3F756,Avena sativa,2,Curated Alias | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_5E42FFB685C7,BMPEA,2,FDA Directory | ChEBI,true,true,1,1,0,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_2F83A2407720,Bifidobacterium breve,2,Curated Alias | AACT / ClinicalTrials,false,false,0,0,6,2,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_0186B930B477,Casein,2,Curated Alias | AACT / ClinicalTrials,false,false,0,0,20,17,0.1,0.0,0,Curated_Supplement_Component_Target
COMP_E388F25D01B8,Cobre,2,ODS | ChEBI,false,false,0,0,0,0,0.0,0.0,0,ODS
COMP_2DC742D08803,Comfrey,2,FDA Directory | MeSH,true,true,1,1,0,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_2403C32CE5A2,D-Pinitol,2,DSLD | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,DSLD
COMP_1E875BCDB9C4,D-Ribose,2,DSLD | AACT / ClinicalTrials,false,false,0,0,6,3,0.5,0.0,0,DSLD
COMP_53333BF9D75A,Dapoxetine,2,FDA Directory | AACT / ClinicalTrials,true,true,1,1,16,13,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_A534BD76A3D0,Dietary Supplements,2,ODS | AACT / ClinicalTrials,false,false,0,0,16,11,0.0625,0.0,0,ODS
COMP_CFF08FFEB279,Garcinone A,2,DSLD | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_F23369AA0AA7,Garcinone C,2,DSLD | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_1C25CE7A4741,Garcinone D,2,DSLD | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_FC81081D4DD3,Ginkgo biloba leaf extract,2,Curated Alias | RxNorm,false,false,0,0,0,0,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_AA14F6076A9C,Ginkgolide A,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_463AA272C73D,Glycerol-3-phosphate,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_184D7F3CCAA1,Glycyl-L-glutamine,2,DSLD | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_61857AE9F533,HCG,2,FDA Directory | AACT / ClinicalTrials,true,true,1,1,62,35,0.11290322580645161,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_6AC9CA3BC0B3,Higenamine,2,FDA Directory | AACT / ClinicalTrials,true,true,1,1,1,1,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_0CE51AE34B87,Hordenine,2,FDA Directory | ChEBI,true,true,1,1,0,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_1F452EC34FD1,Indole-3-Carbinol (I3C),2,DSLD | AACT / ClinicalTrials,false,false,0,0,1,0,0.0,0.0,0,DSLD
COMP_F00B78600728,Kava,2,FDA Directory | AACT / ClinicalTrials,true,true,1,1,6,2,0.5,0.16666666666666666,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_A91032FC7521,Kratom,2,FDA Directory | AACT / ClinicalTrials,true,false,1,0,5,2,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_984D98F1A15A,L-Arginine,2,DSLD | AACT / ClinicalTrials,false,false,0,0,77,46,0.1038961038961039,0.0,0,DSLD
COMP_08BA5DE51EF4,L-Ornithine-L-aspartate,2,DSLD | AACT / ClinicalTrials,false,false,0,0,3,2,0.0,0.0,0,DSLD
COMP_0521AD1754CC,L-norvaline,2,DSLD | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_4B856E186C98,Lacticaseibacillus paracasei,2,Curated Alias | AACT / ClinicalTrials,false,false,0,0,2,1,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_4B39BD01E76F,Lactobacillus helveticus,2,Curated Alias | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,Curated_Supplement_Component_Target
COMP_69BBF35288B0,MeridiaReductilDidesmethylsibutraminesibutramine hydrochloride,2,FDA Directory | AACT / ClinicalTrials,true,true,1,1,27,20,0.14814814814814814,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_7A9E150360B9,Mulberroside A,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_D6A2361D47EB,Multivitamin/mineral Supplements,2,ODS | AACT / ClinicalTrials,false,false,0,0,2,1,0.0,0.0,0,ODS
COMP_7F70AC53B204,N-Acetyl Cysteine,2,DSLD | AACT / ClinicalTrials,false,false,0,0,80,44,0.0875,0.0,0,DSLD
COMP_E51487E9740F,N-Acetyl Neuraminic acid,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_875C93F7B7C1,N-Benzoyl-L-Phenylalanine Methyl Ester,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_0284497880C2,N-Coumaroyldopamine,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_6943A6FD4CD1,N-acetylgalactosamine,2,DSLD | PubChem,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_054B1BE0F420,N-acetylneuraminic acid,2,DSLD | ChEBI,false,false,0,0,0,0,0.0,0.0,0,DSLD
COMP_3DEC7298828D,Nerium oleander,2,FDA Directory | AACT / ClinicalTrials,true,false,1,0,1,0,1.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
COMP_F9E1B8CF7D0E,Omega-3,2,DSLD | AACT / ClinicalTrials,false,false,0,0,82,49,0.07317073170731707,0.0,0,DSLD
COMP_69A245173CEA,Omega-6,2,DSLD | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,DSLD
COMP_91E78FD05712,Omega-6 Fatty Acids,2,DSLD | AACT / ClinicalTrials,false,false,0,0,1,1,0.0,0.0,0,DSLD
COMP_B4152004AA50,Phenibut,2,FDA Directory | ChEBI,true,true,1,1,0,0,0.0,0.0,0,FDA_Dietary_Supplement_Ingredient_Directory
